player_id,player_name,position,main_position,current_club_name,date_of_death,days_missed,games_missed,injury_reason,season_name
198706,Luis Alberto,Midfield - Central Midfield,Midfield,Lazio,,46,8,Groin problems | Rest | Calf problems,25/26 | 24/25
198950,Pablo Sarabia,Midfield - Right Midfield,Midfield,Wolverhampton Wanderers,,52,9,Adductor pain | Fitness | Knock,25/26 | 24/25
199439,Michael Gregoritsch,Attack - Centre-Forward,Attack,Freiburg,,0,0,No significant injury record,
199576,Oriol Romeu,Midfield - Defensive Midfield,Midfield,Barcelona,,8,1,Ankle sprain | Back injury,25/26
199845,Francesco Acerbi,Defender - Centre-Back,Defender,Internazionale,,66,11,Adductor injury | Corona virus | Ligament injury,25/26 | 24/25
200458,Lucas Digne,Defender - Left-Back,Defender,Aston Villa,,286,49,Ligament injury | Groin injury | Ill | Calf injury,25/26 | 24/25 | 23/24
200724,Nacho Fernández,Defender - Centre-Back,Defender,Real Madrid,,58,10,Ligament injury | Ankle injury | Hamstring injury,25/26 | 24/25
200888,Danilo Pereira,Midfield - Defensive Midfield,Midfield,Paris Saint-Germain,,8,1,Corona virus | Calf problems,25/26
201119,Ismaily,Defender - Left-Back,Defender,Lille,,75,13,Knock | Adductor injury | Ligament injury,25/26 | 24/25
201305,Gabriel Paulista,Defender - Centre-Back,Defender,AtlÃƒÂ©tico Madrid,,14,2,Adductor injury | Corona virus,25/26
201455,Geoffrey Kondogbia,Midfield - Central Midfield,Midfield,Marseille,,8,1,Groin problems | Adductor pain,25/26
201519,Jordan Veretout,Midfield - Central Midfield,Midfield,Marseille,,8,1,Back injury | Rest,25/26
202024,Remo Freuler,Midfield - Defensive Midfield,Midfield,Bologna,,34,6,Knock | Hamstring injury,25/26
202335,Eric Dier,Defender - Centre-Back,Defender,Bayern Munich,,96,17,Ligament injury | Ankle injury | Ill,25/26 | 24/25
202648,Sergi Darder,Midfield - Central Midfield,Midfield,Mallorca,,24,4,Rest | Groin problems,25/26
202651,Suso,Attack - Right Winger,Attack,Sevilla,,20,3,Groin injury | Fitness,25/26
202652,Raheem Sterling,Attack - Left Winger,Attack,Chelsea,,12,2,Ankle injury | Calf problems,25/26
202695,James Tarkowski,Defender - Centre-Back,Defender,Everton,,14,2,Muscle injury | Groin injury,25/26
202884,Leonardo Spinazzola,Defender - Left-Back,Defender,Roma,,14,2,Knock | Adductor injury,25/26
203263,Harry Maguire,Defender - Centre-Back,Defender,Manchester United,,100,17,Back injury | Rest | Calf injury,25/26 | 24/25
203747,Héctor Bellerín,Defender - Right-Back,Defender,Real Betis,,6,1,Ankle injury | Ill,25/26
204311,Kurt Zouma,Defender - Centre-Back,Defender,West Ham United,,6,1,Hamstring injury | Muscle injury,25/26
204525,Iñigo Martínez,Defender - Centre-Back,Defender,Barcelona,,14,2,Groin injury | Hamstring injury,25/26
204614,Mário Rui,Defender - Left-Back,Defender,Napoli,,14,2,Corona virus | Hamstring injury,25/26
204639,Stefan Savi?,Defender - Centre-Back,Defender,AtlÃƒÂ©tico Madrid,,14,2,Adductor injury | Muscle injury,25/26
204923,Marcel Sabitzer,Midfield - Central Midfield,Midfield,Dortmund,,15,3,Hamstring injury | Muscle injury,25/26
205175,Arkadiusz Milik,Attack - Centre-Forward,Attack,Juventus,,0,0,No significant injury record,
205431,Niclas Füllkrug,Attack - Centre-Forward,Attack,Dortmund,,205,35,Calf problems | Knock | Fitness | Ill,25/26 | 24/25 | 23/24
205452,Antonio Rüdiger,Defender - Centre-Back,Defender,Real Madrid,,14,2,Hamstring injury | Adductor injury,25/26
205498,Jorginho,Midfield - Defensive Midfield,Midfield,Arsenal,,8,1,Ill | Foot injury,25/26
205569,James Ward-Prowse,Midfield - Central Midfield,Midfield,West Ham United,,0,0,No significant injury record,
205632,Lucas Ocampos,Attack - Right Winger,Attack,Sevilla,,26,4,Muscle injury | Fitness,25/26
205923,Ben Davies,Defender - Centre-Back,Defender,Tottenham Hotspur,,14,2,Groin injury | Back injury,25/26
206113,Serge Gnabry,Midfield - Right Midfield,Midfield,Bayern Munich,,0,0,No significant injury record,
206517,Jack Grealish,Attack - Left Winger,Attack,Manchester City,,36,6,Muscle injury | Corona virus,25/26
206590,Moi Gómez,Midfield - Central Midfield,Midfield,Osasuna,,0,0,No significant injury record,
207421,Leandro Trossard,Attack - Second Striker,Attack,Arsenal,,0,0,No significant injury record,
207566,William Carvalho,Midfield - Defensive Midfield,Midfield,Real Betis,,45,8,Back injury | Rest | Groin problems,25/26 | 24/25
207616,Adam Webster,Defender - Centre-Back,Defender,Brighton & Hove Albion,,19,3,Ligament injury | Back injury,25/26
207863,Felipe,Defender - Centre-Back,Defender,Nottingham Forest,,14,2,Ligament injury | Ankle injury,25/26
208004,Joël Veltman,Defender - Right-Back,Defender,Brighton & Hove Albion,,44,8,Muscle injury | Knee injury | Ill,25/26 | 24/25
208093,Gerard Moreno,Attack - Centre-Forward,Attack,Villarreal,,28,5,Ankle injury | Adductor pain,25/26
208128,Hakan Çalhano?lu,Midfield - Central Midfield,Midfield,Internazionale,,0,0,No significant injury record,
208135,Abdoulaye Doucouré,Midfield - Central Midfield,Midfield,Everton,,8,1,Muscle injury | Ankle sprain,25/26
208268,Bryan Cristante,Midfield - Defensive Midfield,Midfield,Roma,,0,0,No significant injury record,
208450,Andreas Pereira,Midfield - Attacking Midfield,Midfield,Fulham,,174,30,Ill | Rest | Adductor pain | Back injury,25/26 | 24/25 | 23/24
208461,Marten de Roon,Midfield - Defensive Midfield,Midfield,Atalanta,,8,1,Muscle injury | Back injury,25/26
208574,Filip Kosti?,Midfield - Left Midfield,Midfield,Juventus,,284,49,Groin problems | Calf problems | Fitness | Foot injury,25/26 | 24/25 | 23/24
208596,Andrea Belotti,Attack - Centre-Forward,Attack,Fiorentina,,100,17,Ill | Groin injury | Hamstring injury,25/26 | 24/25
208618,Lucas Vázquez,Defender - Right-Back,Defender,Real Madrid,,254,44,Knee injury | Muscle injury | Ill | Rest,25/26 | 24/25 | 23/24
208777,Óliver Torres,Midfield - Central Midfield,Midfield,Sevilla,,68,12,Foot injury | Calf problems | Knee injury,25/26 | 24/25
208787,Adrien Thomasson,Attack - Left Winger,Attack,Lens,,0,0,No significant injury record,
208920,Nathan Aké,Defender - Centre-Back,Defender,Manchester City,,34,6,Rest | Corona virus,25/26
209331,Mohamed Salah,Attack - Right Winger,Attack,Liverpool,,44,8,Knee problems | Groin injury | Calf problems,25/26 | 24/25
209519,Gaëtan Laborde,Attack - Centre-Forward,Attack,Nice,,0,0,No significant injury record,
209658,Leon Goretzka,Midfield - Central Midfield,Midfield,Bayern Munich,,91,16,Fitness | Rest | Foot injury,25/26 | 24/25
209889,Raphaël Guerreiro,Defender - Left-Back,Defender,Bayern Munich,,31,5,Ill | Calf injury,25/26
209989,Thomas Partey,Midfield - Defensive Midfield,Midfield,Arsenal,,0,0,No significant injury record,
210047,Fabian Schär,Defender - Centre-Back,Defender,Newcastle United,,36,6,Muscle injury | Calf injury,25/26
210315,Raúl de Tomás,Attack - Centre-Forward,Attack,Rayo Vallecano,,0,0,No significant injury record,
210324,Jonas Hofmann,Midfield - Attacking Midfield,Midfield,Leverkusen,,39,7,Knee injury | Muscle injury,25/26
210406,Piotr Zieli?ski,Midfield - Central Midfield,Midfield,Napoli,,0,0,No significant injury record,
210413,Alessio Romagnoli,Defender - Centre-Back,Defender,Lazio,,6,1,Hamstring injury | Knock,25/26
210514,João Cancelo,Defender - Left-Back,Defender,Barcelona,,28,5,Muscle injury | Calf injury,25/26
210736,Emerson,Defender - Left-Back,Defender,Tottenham Hotspur,,6,1,Knee injury | Knock,25/26
210897,Chancel Mbemba,Defender - Centre-Back,Defender,Marseille,,37,6,Ill | Back injury,25/26
211022,Rubén García,Midfield - Left Midfield,Midfield,Osasuna,,0,0,No significant injury record,
211110,Paulo Dybala,Attack - Second Striker,Attack,Roma,,18,3,Back problems | Muscle injury,25/26
211256,Nicolás Tagliafico,Defender - Left-Back,Defender,Lyon,,38,7,Groin injury | Adductor injury,25/26
211300,Anthony Martial,Attack - Centre-Forward,Attack,Manchester United,,99,17,Leg injury | Ill | Muscle injury,25/26 | 24/25
211575,André Gomes,Midfield - Defensive Midfield,Midfield,Everton,,0,0,No significant injury record,
212096,Vincenzo Grifo,Midfield - Left Midfield,Midfield,Freiburg,,8,1,Ill | Knock,25/26
212187,Philipp Max,Defender - Left-Back,Defender,Eintracht Frankfurt,,6,1,Groin injury | Adductor injury,25/26
212190,Niklas Süle,Defender - Centre-Back,Defender,Dortmund,,6,1,Back injury | Rest,25/26
212194,Julian Brandt,Midfield - Attacking Midfield,Midfield,Dortmund,,15,3,Back injury | Knock,25/26
212242,Robert Andrich,Midfield - Defensive Midfield,Midfield,Leverkusen,,0,0,No significant injury record,
212622,Joshua Kimmich,Midfield - Defensive Midfield,Midfield,Bayern Munich,,0,0,No significant injury record,
212811,Mario Lemina,Midfield - Defensive Midfield,Midfield,Wolverhampton Wanderers,,0,0,No significant injury record,
213331,Jonathan Tah,Defender - Centre-Back,Defender,Leverkusen,,6,1,Knock | Adductor injury,25/26
213345,Kingsley Coman,Midfield - Left Midfield,Midfield,Bayern Munich,,19,3,Fitness | Calf problems,25/26
213661,Andreas Christensen,Defender - Centre-Back,Defender,Barcelona,,31,5,Back injury | Knock,25/26
213666,Ruben Loftus-Cheek,Midfield - Central Midfield,Midfield,Milan,,0,0,No significant injury record,
213955,Sardar Azmoun,Attack - Centre-Forward,Attack,Roma,,0,0,No significant injury record,
213991,Jefferson Lerma,Midfield - Defensive Midfield,Midfield,Crystal Palace,,109,19,Back injury | Rest | Ill,25/26 | 24/25
214097,Benjamin Bourigeaud,Midfield - Central Midfield,Midfield,Rennes,,0,0,No significant injury record,
214997,Ángel Correa,Attack - Centre-Forward,Attack,AtlÃƒÂ©tico Madrid,,0,0,No significant injury record,
215333,Duván Zapata,Attack - Centre-Forward,Attack,Torino,,8,1,Leg injury | Rest,25/26
215441,Serhou Guirassy,Attack - Centre-Forward,Attack,Stuttgart,,234,40,Knee problems | Rest | Ill | Groin injury,25/26 | 24/25 | 23/24
215590,Ayoze Pérez,Midfield - Left Midfield,Midfield,Real Betis,,37,6,Hamstring injury | Muscle injury,25/26
216150,Davide Zappacosta,Defender - Left-Back,Defender,Atalanta,,73,13,Rest | Calf injury | Muscle injury,25/26 | 24/25
216201,Iñaki Williams,Midfield - Right Midfield,Midfield,Athletic Club,,0,0,No significant injury record,
216393,Youri Tielemans,Midfield - Central Midfield,Midfield,Aston Villa,,28,5,Knock | Corona virus,25/26
216409,Matteo Politano,Attack - Right Winger,Attack,Napoli,,0,0,No significant injury record,
216447,Álvaro García,Midfield - Left Midfield,Midfield,Rayo Vallecano,,73,13,Muscle injury | Ankle sprain | Back injury,25/26 | 24/25
216460,José María Giménez,Defender - Centre-Back,Defender,AtlÃƒÂ©tico Madrid,,6,1,Ankle injury | Ill,25/26
216549,Alexander Sørloth,Attack - Centre-Forward,Attack,Villarreal,,0,0,No significant injury record,
216816,Giovanni Simeone,Attack - Centre-Forward,Attack,Napoli,,22,4,Groin injury | Leg injury,25/26
218339,Mahmoud Dahoud,Midfield - Central Midfield,Midfield,Stuttgart,,0,0,No significant injury record,
219581,Samuel Gigot,Defender - Centre-Back,Defender,Marseille,,116,20,Calf injury | Rest | Ligament injury,25/26 | 24/25
219683,Corentin Tolisso,Midfield - Defensive Midfield,Midfield,Lyon,,0,0,No significant injury record,
219693,Diego Carlos,Defender - Centre-Back,Defender,Aston Villa,,14,2,Adductor injury | Calf injury,25/26
219733,Ludovic Ajorque,Attack - Centre-Forward,Attack,Mainz 05,,136,23,Groin injury | Calf problems | Hamstring injury | Knock,25/26 | 24/25 | 23/24
219789,Hamari Traoré,Defender - Right-Back,Defender,Real Sociedad,,14,2,Ill | Hamstring injury,25/26
219792,Baptiste Santamaria,Midfield - Defensive Midfield,Midfield,Rennes,,0,0,No significant injury record,
219932,Antonio Sanabria,Attack - Centre-Forward,Attack,Torino,,5,1,Calf problems | Leg injury,25/26
220093,Hans Hateboer,Defender - Right-Back,Defender,Atalanta,,6,1,Calf injury | Muscle injury,25/26
220440,Clément Lenglet,Defender - Centre-Back,Defender,Aston Villa,,39,7,Ligament injury | Ankle injury,25/26
220621,Saïd Benrahma,Midfield - Left Midfield,Midfield,Lyon,,0,0,No significant injury record,
220651,Angeliño,Defender - Left-Back,Defender,Roma,,6,1,Hamstring injury | Groin injury,25/26
220697,James Maddison,Midfield - Attacking Midfield,Midfield,Tottenham Hotspur,,277,48,Muscle injury | Ankle sprain | Fitness | Calf problems,25/26 | 24/25 | 23/24
220714,Philip Billing,Midfield - Central Midfield,Midfield,Bournemouth,,6,1,Foot injury | Ill,25/26
220814,Lucas Hernández,Defender - Centre-Back,Defender,Paris Saint-Germain,,40,7,Calf injury | Muscle injury | Knock,25/26 | 24/25
220834,Marco Asensio,Attack - Right Winger,Attack,Paris Saint-Germain,,5,1,Hamstring injury | Fitness,25/26
221284,Jonathan Gradit,Defender - Centre-Back,Defender,Lens,,14,2,Ankle injury | Ill,25/26
221342,Pablo Maffeo,Defender - Right-Back,Defender,Mallorca,,6,1,Ligament injury | Adductor injury,25/26
221479,Dominic Calvert-Lewin,Attack - Centre-Forward,Attack,Everton,,19,3,Hamstring injury | Fitness,25/26
221697,Ollie Watkins,Attack - Centre-Forward,Attack,Aston Villa,,0,0,No significant injury record,
222104,Tosin Adarabioyo,Defender - Centre-Back,Defender,Fulham,,6,1,Rest | Hamstring injury,25/26
222331,Lukas Klostermann,Defender - Centre-Back,Defender,RB Leipzig,,17,3,Knock | Hamstring injury,25/26
222492,Leroy Sané,Midfield - Right Midfield,Midfield,Bayern Munich,,0,0,No significant injury record,
222501,Timothy Castagne,Defender - Right-Back,Defender,Fulham,,6,1,Knee injury | Muscle injury,25/26
222509,Dani Ceballos,Midfield - Central Midfield,Midfield,Real Madrid,,0,0,No significant injury record,
222558,Rick Karsdorp,Midfield - Right Midfield,Midfield,Roma,,136,23,Ill | Knock | Fitness | Groin problems,25/26 | 24/25 | 23/24
222665,Martin Ødegaard,Midfield - Attacking Midfield,Midfield,Arsenal,,41,7,Back injury | Calf problems | Ankle sprain,25/26 | 24/25
223197,Enes Ünal,Attack - Centre-Forward,Attack,Bournemouth,,0,0,No significant injury record,
223273,Mario Pašali?,Midfield - Attacking Midfield,Midfield,Atalanta,,44,8,Ill | Rest | Knock,25/26 | 24/25
223671,Stefan Posch,Defender - Right-Back,Defender,Bologna,,39,7,Ill | Back injury,25/26
223710,Vedat Muriqi,Attack - Centre-Forward,Attack,Mallorca,,278,48,Back problems | Ankle injury | Hamstring injury | Knock,25/26 | 24/25 | 23/24
223790,Sheraldo Becker,Attack - Centre-Forward,Attack,Real Sociedad,,5,1,Corona virus | Ankle injury,25/26
224081,Kalvin Phillips,Midfield - Defensive Midfield,Midfield,West Ham United,,0,0,No significant injury record,
224158,Sofyan Amrabat,Midfield - Defensive Midfield,Midfield,Manchester United,,19,3,Ankle sprain | Fitness,25/26
224221,Joachim Andersen,Defender - Centre-Back,Defender,Crystal Palace,,29,5,Groin injury | Ankle injury,25/26
224309,Joan Jordán,Midfield - Central Midfield,Midfield,Sevilla,,133,23,Fitness | Foot injury | Groin problems | Knock,25/26 | 24/25 | 23/24
224334,Marcos Acuña,Defender - Left-Back,Defender,Sevilla,,14,2,Back injury | Muscle injury,25/26
224371,Jarrod Bowen,Midfield - Right Midfield,Midfield,West Ham United,,36,6,Knock | Muscle injury,25/26
224411,Gonçalo Guedes,Attack - Centre-Forward,Attack,Villarreal,,0,0,No significant injury record,
224425,Marius Wolf,Defender - Right-Back,Defender,Dortmund,,6,1,Rest | Ligament injury,25/26
225085,Jonathan Bamba,Midfield - Left Midfield,Midfield,Celta Vigo,,5,1,Corona virus | Rest,25/26
225100,Joe Gomez,Defender - Centre-Back,Defender,Liverpool,,6,1,Calf injury | Rest,25/26
225126,Ellyes Skhiri,Midfield - Defensive Midfield,Midfield,Eintracht Frankfurt,,0,0,No significant injury record,
225193,Mikel Merino,Midfield - Central Midfield,Midfield,Real Sociedad,,20,3,Foot injury | Ill,25/26
225201,Álex Berenguer,Midfield - Left Midfield,Midfield,Athletic Club,,0,0,No significant injury record,
225375,Konrad Laimer,Midfield - Defensive Midfield,Midfield,Bayern Munich,,0,0,No significant injury record,
225659,Guido Rodríguez,Midfield - Defensive Midfield,Midfield,Real Betis,,5,1,Back injury | Rest,25/26
226161,Marcos Llorente,Midfield - Right Midfield,Midfield,AtlÃƒÂ©tico Madrid,,257,44,Ankle sprain | Hamstring injury | Corona virus | Rest,25/26 | 24/25 | 23/24
226166,Nordi Mukiele,Defender - Right-Back,Defender,Paris Saint-Germain,,6,1,Ankle injury | Back injury,25/26
226221,Aritz Elustondo,Defender - Centre-Back,Defender,Real Sociedad,,18,3,Corona virus | Adductor injury,25/26
226226,Giovani Lo Celso,Midfield - Attacking Midfield,Midfield,Tottenham Hotspur,,0,0,No significant injury record,
226456,Pablo Fornals,Midfield - Left Midfield,Midfield,Real Betis,,22,4,Adductor pain | Hamstring injury,25/26
226491,Kieran Tierney,Defender - Left-Back,Defender,Real Sociedad,,6,1,Ankle injury | Knock,25/26
226710,Gianluca Scamacca,Attack - Centre-Forward,Attack,Atalanta,,0,0,No significant injury record,
226754,Ismaël Bennacer,Midfield - Defensive Midfield,Midfield,Milan,,0,0,No significant injury record,
226851,Benjamin Pavard,Defender - Centre-Back,Defender,Internazionale,,6,1,Corona virus | Adductor injury,25/26
227174,Matty Cash,Defender - Right-Back,Defender,Aston Villa,,301,52,Muscle injury | Groin injury | Corona virus | Hamstring injury,25/26 | 24/25 | 23/24
227535,Rodrigo Bentancur,Midfield - Central Midfield,Midfield,Tottenham Hotspur,,0,0,No significant injury record,
227678,Ezri Konsa,Defender - Centre-Back,Defender,Aston Villa,,6,1,Groin injury | Ankle injury,25/26
227796,Christian Pulisic,Attack - Left Winger,Attack,Milan,,86,15,Muscle injury | Corona virus | Ill,25/26 | 24/25
227813,Oleksandr Zinchenko,Defender - Left-Back,Defender,Arsenal,,6,1,Knock | Adductor injury,25/26
227928,Nélson Semedo,Defender - Right-Back,Defender,Wolverhampton Wanderers,,6,1,Ill | Ligament injury,25/26
228093,Marcus Thuram,Attack - Centre-Forward,Attack,Internazionale,,10,2,Muscle injury | Corona virus,25/26
228618,Ferland Mendy,Defender - Left-Back,Defender,Real Madrid,,6,1,Ankle injury | Knock,25/26
228708,Lucas Martínez Quarta,Defender - Centre-Back,Defender,Fiorentina,,115,20,Knock | Adductor injury | Rest,25/26 | 24/25
228813,Aleix García,Midfield - Central Midfield,Midfield,Girona,,77,13,Corona virus | Calf problems | Fitness,25/26 | 24/25
228941,André Silva,Attack - Centre-Forward,Attack,Real Sociedad,,11,2,Hamstring injury | Calf problems,25/26
229237,Manuel Akanji,Defender - Centre-Back,Defender,Manchester City,,20,3,Corona virus | Ankle injury,25/26
229261,Denis Zakaria,Midfield - Defensive Midfield,Midfield,Monaco,,28,5,Groin problems | Foot injury,25/26
229391,João Palhinha,Midfield - Defensive Midfield,Midfield,Fulham,,34,6,Calf problems | Back injury,25/26
229558,Dayot Upamecano,Defender - Centre-Back,Defender,Bayern Munich,,46,8,Knock | Adductor injury | Rest,25/26 | 24/25
229668,Mario Hermoso,Defender - Centre-Back,Defender,AtlÃƒÂ©tico Madrid,,6,1,Knock | Hamstring injury,25/26
229880,Aaron Wan-Bissaka,Defender - Right-Back,Defender,Manchester United,,6,1,Muscle injury | Knock,25/26
229891,Julian Ryerson,Defender - Left-Back,Defender,Dortmund,,6,1,Ankle injury | Knock,25/26
229906,Leon Bailey,Midfield - Right Midfield,Midfield,Aston Villa,,26,4,Rest | Ill,25/26
229942,Axel Disasi,Defender - Centre-Back,Defender,Chelsea,,259,45,Calf injury | Rest | Ligament injury | Back injury,25/26 | 24/25 | 23/24
230658,Arthur Melo,Midfield - Central Midfield,Midfield,Fiorentina,,78,13,Knock | Ankle sprain | Knee injury,25/26 | 24/25
230666,Gabriel Jesus,Attack - Centre-Forward,Attack,Arsenal,,158,27,Rest | Back problems | Muscle injury | Fitness,25/26 | 24/25 | 23/24
230899,Ademola Lookman,Attack - Centre-Forward,Attack,Atalanta,,0,0,No significant injury record,
230918,Trevoh Chalobah,Defender - Centre-Back,Defender,Chelsea,,27,5,Calf injury | Knock,25/26
230978,Taiwo Awoniyi,Attack - Centre-Forward,Attack,Nottingham Forest,,20,3,Ill | Groin injury,25/26
231102,Ludovic Blas,Midfield - Attacking Midfield,Midfield,Rennes,,28,5,Adductor pain | Muscle injury,25/26
231340,Gonzalo Montiel,Defender - Right-Back,Defender,Nottingham Forest,,6,1,Groin injury | Ill,25/26
231352,Tammy Abraham,Attack - Centre-Forward,Attack,Roma,,0,0,No significant injury record,
231443,Ousmane Dembélé,Attack - Right Winger,Attack,Paris Saint-Germain,,0,0,No significant injury record,
231478,Lautaro Martinez,Attack - Centre-Forward,Attack,Internazionale,,18,3,Muscle injury | Calf problems,25/26
231521,Exequiel Palacios,Midfield - Central Midfield,Midfield,Leverkusen,,20,3,Calf problems | Hamstring injury,25/26
231591,Javi Galán,Defender - Left-Back,Defender,Real Sociedad,,18,3,Groin injury | Back injury,25/26
231627,Umar Sadiq,Attack - Centre-Forward,Attack,Real Sociedad,,0,0,No significant injury record,
231633,Issa Diop,Defender - Centre-Back,Defender,Fulham,,6,1,Rest | Corona virus,25/26
231677,Marcus Rashford,Attack - Left Winger,Attack,Manchester United,,0,0,No significant injury record,
231747,Kylian Mbappe,Attack - Centre-Forward,Attack,Paris Saint-Germain,,122,21,Muscle injury | Corona virus | Ankle injury | Adductor pain,25/26 | 24/25 | 23/24
231936,Ben White,Defender - Right-Back,Defender,Arsenal,,22,4,Adductor injury | Knee injury,25/26
232293,Victor Osimhen,Attack - Centre-Forward,Attack,Napoli,,39,7,Adductor pain | Knock,25/26
232487,Wataru Endo,Midfield - Central Midfield,Midfield,Liverpool,,8,1,Adductor pain | Muscle injury,25/26
232488,Cristian Romero,Defender - Centre-Back,Defender,Tottenham Hotspur,,43,7,Calf injury | Muscle injury | Ill,25/26 | 24/25
232580,Gabriel Magalhães,Defender - Centre-Back,Defender,Arsenal,,29,5,Back injury | Muscle injury,25/26
232639,Ritsu Doan,Midfield - Right Midfield,Midfield,Freiburg,,0,0,No significant injury record,
232656,Theo Hernández,Defender - Left-Back,Defender,Milan,,6,1,Knock | Adductor injury,25/26
232658,Danilho Doekhi,Defender - Centre-Back,Defender,Union Berlin,,6,1,Rest | Ligament injury,25/26
232905,Junya Ito,Midfield - Right Midfield,Midfield,Reims,,20,3,Ill | Groin problems,25/26
232938,Takehiro Tomiyasu,Defender - Right-Back,Defender,Arsenal,,6,1,Muscle injury | Calf injury,25/26
233049,Jadon Sancho,Attack - Left Winger,Attack,Dortmund,,0,0,No significant injury record,
233064,Mason Mount,Midfield - Attacking Midfield,Midfield,Manchester United,,11,2,Hamstring injury | Knee injury,25/26
233084,Nahuel Molina,Defender - Right-Back,Defender,AtlÃƒÂ©tico Madrid,,54,9,Groin injury | Back injury | Rest,25/26 | 24/25
233152,Ko Itakura,Defender - Centre-Back,Defender,MÃƒÂ¶nchengladbach,,43,7,Corona virus | Back injury | Muscle injury,25/26 | 24/25
233419,Raphinha,Attack - Right Winger,Attack,Barcelona,,0,0,No significant injury record,
233486,Robin Le Normand,Defender - Centre-Back,Defender,Real Sociedad,,40,7,Ill | Ligament injury | Groin injury,25/26 | 24/25
233500,Luis Sinisterra,Midfield - Left Midfield,Midfield,Bournemouth,,0,0,No significant injury record,
233556,Riccardo Orsolini,Midfield - Right Midfield,Midfield,Bologna,,0,0,No significant injury record,
233731,Alexander Isak,Attack - Centre-Forward,Attack,Newcastle United,,37,6,Adductor pain | Fitness,25/26
233927,Lucas Paquetá,Midfield - Attacking Midfield,Midfield,West Ham United,,13,2,Knee injury | Muscle injury,25/26
234112,Dodô,Defender - Right-Back,Defender,Fiorentina,,6,1,Calf injury | Muscle injury,25/26
234153,Carlos Soler,Midfield - Central Midfield,Midfield,Paris Saint-Germain,,275,47,Fitness | Ill | Foot injury | Adductor pain,25/26 | 24/25 | 23/24
234236,Patrik Schick,Attack - Centre-Forward,Attack,Leverkusen,,194,33,Back problems | Muscle injury | Corona virus | Rest,25/26 | 24/25 | 23/24
234396,Alphonso Davies,Defender - Left-Back,Defender,Bayern Munich,,6,1,Adductor injury | Ligament injury,25/26
234574,Diogo Dalot,Defender - Right-Back,Defender,Manchester United,,6,1,Rest | Ligament injury,25/26
234742,Harvey Barnes,Attack - Left Winger,Attack,Newcastle United,,0,0,No significant injury record,
234824,Yoane Wissa,Attack - Left Winger,Attack,Brentford,,108,19,Ill | Rest | Ankle injury,25/26 | 24/25
234943,Florian Neuhaus,Midfield - Central Midfield,Midfield,MÃƒÂ¶nchengladbach,,0,0,No significant injury record,
235008,Lucas Robertone,Midfield - Central Midfield,Midfield,AlmerÃƒÂ­a,,0,0,No significant injury record,
235173,Ibrahim Sangaré,Midfield - Defensive Midfield,Midfield,Nottingham Forest,,0,0,No significant injury record,
235212,Achraf Hakimi,Defender - Right-Back,Defender,Paris Saint-Germain,,6,1,Calf injury | Knock,25/26
235407,Salih Özcan,Midfield - Defensive Midfield,Midfield,Dortmund,,0,0,No significant injury record,
235410,Youssef En-Nesyri,Attack - Centre-Forward,Attack,Sevilla,,0,0,No significant injury record,
235432,Marshall Munetsi,Midfield - Defensive Midfield,Midfield,Reims,,62,11,Rest | Knock | Back injury,25/26 | 24/25
235781,Santi Comesaña,Midfield - Defensive Midfield,Midfield,Villarreal,,0,0,No significant injury record,
235790,Kai Havertz,Midfield - Attacking Midfield,Midfield,Arsenal,,0,0,No significant injury record,
235794,Eberechi Eze,Midfield - Attacking Midfield,Midfield,Crystal Palace,,8,1,Groin problems | Adductor pain,25/26
235844,Edson Álvarez,Midfield - Defensive Midfield,Midfield,West Ham United,,0,0,No significant injury record,
235997,Fran Beltrán,Midfield - Defensive Midfield,Midfield,Celta Vigo,,0,0,No significant injury record,
236015,Morgan Gibbs-White,Midfield - Attacking Midfield,Midfield,Nottingham Forest,,0,0,No significant injury record,
236276,Arnaut Danjuma,Attack - Centre-Forward,Attack,Everton,,0,0,No significant injury record,
236401,Noussair Mazraoui,Defender - Right-Back,Defender,Bayern Munich,,304,52,Corona virus | Hamstring injury | Knee injury | Adductor injury,25/26 | 24/25 | 23/24
236480,Yves Bissouma,Midfield - Defensive Midfield,Midfield,Tottenham Hotspur,,0,0,No significant injury record,
236496,Mattéo Guendouzi,Midfield - Central Midfield,Midfield,Lazio,,35,6,Ankle sprain | Hamstring injury,25/26
236499,Douglas Luiz,Midfield - Defensive Midfield,Midfield,Aston Villa,,24,4,Knock | Back injury,25/26
236699,Saša Luki?,Midfield - Central Midfield,Midfield,Fulham,,0,0,No significant injury record,
236772,Dominik Szoboszlai,Midfield - Attacking Midfield,Midfield,Liverpool,,275,47,Knee injury | Ankle sprain | Hamstring injury | Back injury,25/26 | 24/25 | 23/24
236786,Martin Terrier,Midfield - Left Midfield,Midfield,Rennes,,296,51,Ill | Knock | Knee injury | Corona virus,25/26 | 24/25 | 23/24
236791,Antonín Barák,Midfield - Central Midfield,Midfield,Fiorentina,,8,1,Knock | Hamstring injury,25/26
236804,Facundo Medina,Defender - Centre-Back,Defender,Lens,,6,1,Ligament injury | Ankle injury,25/26
236920,Justin Kluivert,Midfield - Right Midfield,Midfield,Bournemouth,,87,15,Ankle sprain | Muscle injury | Knee injury,25/26 | 24/25
237161,Sean Longstaff,Midfield - Central Midfield,Midfield,Newcastle United,,0,0,No significant injury record,
